epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
101,270.025,0.41665,7.70742,2.11625,0.38246,0.65148,0.40913,0.2862,0.53933,19.0489,2.48284,0.000841835,0.000841835,0.000841835
102,272.645,0.41981,7.55323,2.12424,0.39923,0.68758,0.43341,0.29748,0.50576,16.1559,2.3402,0.000833583,0.000833583,0.000833583
103,275.254,0.40722,6.82201,2.10438,0.40826,0.611,0.42062,0.29969,0.499,15.9589,2.37471,0.000825332,0.000825332,0.000825332
104,277.936,0.41256,7.57244,2.16108,0.44044,0.52024,0.43401,0.28122,0.54208,15.7234,2.44715,0.00081708,0.00081708,0.00081708
105,280.582,0.41328,6.77913,2.0888,0.36504,0.62584,0.426,0.27795,0.52112,19.6516,2.35321,0.000808828,0.000808828,0.000808828
106,283.189,0.404,7.16194,2.09155,0.38585,0.70784,0.4278,0.29904,0.55291,15.028,2.48501,0.000800577,0.000800577,0.000800577
107,285.825,0.40904,7.15277,2.12342,0.45354,0.57321,0.46739,0.33208,0.5236,14.7697,2.45762,0.000792325,0.000792325,0.000792325
108,288.47,0.41453,6.84443,2.12585,0.43038,0.69096,0.45355,0.29519,0.55185,18.6065,2.39758,0.000784073,0.000784073,0.000784073
109,291.074,0.39371,6.31504,2.0522,0.35175,0.63772,0.44298,0.3069,0.51242,17.252,2.35902,0.000775822,0.000775822,0.000775822
110,293.722,0.38716,7.73911,2.05274,0.39781,0.57624,0.46805,0.32762,0.59928,18.5673,2.73981,0.00076757,0.00076757,0.00076757
111,296.395,0.39312,6.61905,2.08928,0.47998,0.67544,0.52339,0.35868,0.59511,17.9213,2.78683,0.000759318,0.000759318,0.000759318
112,299.218,0.37953,6.49536,2.05074,0.43658,0.60285,0.44367,0.30761,0.50781,18.8451,2.3911,0.000751067,0.000751067,0.000751067
113,301.882,0.40607,6.63651,2.06949,0.36988,0.639,0.41121,0.28556,0.53008,20.1444,2.48794,0.000742815,0.000742815,0.000742815
114,304.51,0.39145,6.74067,2.02747,0.37317,0.64144,0.44619,0.29965,0.57423,17.3918,2.71721,0.000734564,0.000734564,0.000734564
115,307.19,0.39636,6.97619,2.08258,0.38851,0.66074,0.48866,0.32488,0.58569,17.0911,2.71714,0.000726312,0.000726312,0.000726312
116,309.887,0.37452,6.23824,1.99806,0.39453,0.63968,0.42723,0.29651,0.51888,18.8216,2.40602,0.00071806,0.00071806,0.00071806
117,312.508,0.42121,6.92737,2.09822,0.42578,0.61336,0.47049,0.33117,0.51156,19.6973,2.37414,0.000709809,0.000709809,0.000709809
118,315.161,0.39306,6.62965,2.05798,0.42535,0.67713,0.51166,0.35334,0.53242,18.4742,2.38148,0.000701557,0.000701557,0.000701557
119,317.794,0.37325,6.0804,1.99184,0.46644,0.54905,0.48527,0.33324,0.54107,16.9042,2.33429,0.000693305,0.000693305,0.000693305
120,320.42,0.41396,6.44726,2.10609,0.37494,0.64629,0.41886,0.2856,0.55984,18.5091,2.43282,0.000685054,0.000685054,0.000685054
121,323.03,0.39596,6.46675,2.09313,0.41887,0.67476,0.42848,0.28276,0.59802,17.6683,2.57741,0.000676802,0.000676802,0.000676802
122,325.69,0.38771,6.22895,2.05969,0.40846,0.63065,0.43662,0.30629,0.56201,15.9311,2.56491,0.00066855,0.00066855,0.00066855
123,328.326,0.37785,6.25042,2.05786,0.35699,0.639,0.37253,0.2621,0.52834,18.2129,2.52001,0.000660299,0.000660299,0.000660299
124,330.982,0.37994,5.97387,2.00867,0.39808,0.65216,0.40333,0.2772,0.54169,17.5657,2.52636,0.000652047,0.000652047,0.000652047
125,333.591,0.37319,5.96751,2.03909,0.36317,0.65675,0.36987,0.24515,0.5547,18.6497,2.60062,0.000643795,0.000643795,0.000643795
126,336.264,0.37902,5.73949,2.04996,0.41044,0.49393,0.4118,0.272,0.6107,19.8584,2.80768,0.000635544,0.000635544,0.000635544
127,338.906,0.37941,5.87952,2.03209,0.41067,0.53722,0.42146,0.28691,0.58284,18.9345,2.74266,0.000627292,0.000627292,0.000627292
128,341.576,0.37409,6.0941,2.0289,0.32684,0.59784,0.3828,0.2536,0.60449,20.8961,2.81223,0.00061904,0.00061904,0.00061904
129,344.209,0.39578,6.66759,2.09662,0.33279,0.58671,0.3758,0.25219,0.60976,20.8379,2.85601,0.000610789,0.000610789,0.000610789
130,346.816,0.38971,6.20149,2.04549,0.36832,0.66296,0.41373,0.28798,0.57713,20.373,2.70088,0.000602537,0.000602537,0.000602537
131,349.474,0.35873,5.68293,2.01597,0.36958,0.68523,0.42236,0.29693,0.54819,20.6145,2.55133,0.000594286,0.000594286,0.000594286
132,352.111,0.37827,6.57972,2.04438,0.43119,0.58502,0.4408,0.30675,0.54627,18.507,2.54879,0.000586034,0.000586034,0.000586034
133,354.759,0.37001,5.83058,2.01156,0.34468,0.65573,0.39242,0.26519,0.53281,20.8442,2.54194,0.000577782,0.000577782,0.000577782
134,357.381,0.37963,6.30525,2.02036,0.40526,0.56003,0.40852,0.26748,0.58731,18.3522,2.67566,0.000569531,0.000569531,0.000569531
135,359.987,0.39329,6.21308,2.10032,0.39875,0.64361,0.44,0.29747,0.61633,17.556,2.75679,0.000561279,0.000561279,0.000561279
136,363.553,0.37803,5.78328,1.99927,0.34152,0.62517,0.40014,0.28051,0.56151,22.8773,2.63048,0.000553027,0.000553027,0.000553027
137,366.197,0.3784,6.12306,2.05698,0.39143,0.58603,0.42361,0.29571,0.56739,20.5458,2.60339,0.000544776,0.000544776,0.000544776
138,368.84,0.38309,5.80378,2.01313,0.41279,0.54787,0.44566,0.30355,0.61011,17.7684,2.6965,0.000536524,0.000536524,0.000536524
139,371.485,0.35368,5.54547,1.9915,0.28779,0.92274,0.43157,0.29756,0.59782,22.8355,2.6912,0.000528272,0.000528272,0.000528272
140,374.12,0.3368,5.28653,1.96365,0.35146,0.7919,0.41144,0.28472,0.58286,23.2238,2.59493,0.000520021,0.000520021,0.000520021
141,376.754,0.34635,5.77873,1.96924,0.38691,0.56039,0.4575,0.33289,0.56727,20.6781,2.60479,0.000511769,0.000511769,0.000511769
142,379.377,0.35744,5.61986,2.00388,0.42092,0.65047,0.41418,0.29186,0.6049,21.2872,2.68261,0.000503517,0.000503517,0.000503517
143,382.004,0.3734,5.69687,2.01696,0.3965,0.63052,0.37151,0.25219,0.56964,20.8324,2.48588,0.000495266,0.000495266,0.000495266
144,384.632,0.37097,5.67346,1.97262,0.37107,0.57389,0.39055,0.26872,0.57789,20.0717,2.46263,0.000487014,0.000487014,0.000487014
145,387.242,0.3528,5.48299,2.00732,0.3898,0.59852,0.43671,0.29907,0.58448,19.9426,2.51526,0.000478762,0.000478762,0.000478762
146,389.878,0.3722,5.66682,2.01191,0.36731,0.61412,0.42076,0.28967,0.57237,20.6371,2.52037,0.000470511,0.000470511,0.000470511
147,392.524,0.35913,5.54599,1.98322,0.39785,0.53374,0.41988,0.28814,0.60264,21.2876,2.63998,0.000462259,0.000462259,0.000462259
148,395.164,0.35691,5.72479,2.01505,0.39795,0.63094,0.45403,0.31681,0.5631,18.7628,2.64676,0.000454007,0.000454007,0.000454007
149,397.808,0.36112,5.54384,2.02101,0.38522,0.60811,0.43979,0.30412,0.53831,19.7763,2.57299,0.000445756,0.000445756,0.000445756
150,400.613,0.33529,5.28384,1.94266,0.41683,0.54585,0.38389,0.25867,0.56785,20.6703,2.61852,0.000437504,0.000437504,0.000437504
151,403.238,0.35171,5.54884,1.99943,0.38515,0.62551,0.41049,0.28465,0.57657,18.8841,2.66929,0.000429253,0.000429253,0.000429253
152,405.869,0.34979,5.89704,1.97573,0.37627,0.62584,0.40775,0.29142,0.57524,19.476,2.66512,0.000421001,0.000421001,0.000421001
153,408.539,0.3459,5.36636,1.98814,0.35637,0.62483,0.37743,0.26555,0.57593,23.5802,2.65335,0.000412749,0.000412749,0.000412749
154,411.221,0.3407,5.04322,1.95983,0.34568,0.5767,0.38454,0.27991,0.54213,21.2049,2.55977,0.000404498,0.000404498,0.000404498
155,413.905,0.36924,5.50241,2.01432,0.34243,0.69237,0.41748,0.30689,0.5524,21.3739,2.59949,0.000396246,0.000396246,0.000396246
156,416.558,0.34864,5.53796,1.94997,0.38207,0.63669,0.4496,0.31728,0.58401,21.0601,2.69783,0.000387994,0.000387994,0.000387994
157,419.222,0.36323,5.33983,1.99223,0.29389,0.87112,0.45629,0.30819,0.61517,20.8112,2.80149,0.000379743,0.000379743,0.000379743
158,421.877,0.3426,5.12786,1.97751,0.29826,0.77447,0.40391,0.28136,0.61599,23.5911,2.8353,0.000371491,0.000371491,0.000371491
159,424.534,0.32501,5.57475,1.93717,0.36927,0.54858,0.40694,0.286,0.5882,23.0663,2.68946,0.000363239,0.000363239,0.000363239
160,427.177,0.3433,5.41012,1.96102,0.42837,0.5294,0.46571,0.32913,0.55405,21.1216,2.51641,0.000354988,0.000354988,0.000354988
161,429.787,0.34182,5.38029,1.91638,0.37132,0.62478,0.45764,0.32538,0.54677,22.4498,2.55317,0.000346736,0.000346736,0.000346736
162,432.416,0.33166,5.13307,1.95087,0.36893,0.63765,0.43985,0.31104,0.54135,20.4597,2.62844,0.000338484,0.000338484,0.000338484
163,435.014,0.33789,5.14444,1.96942,0.37891,0.63833,0.44171,0.31582,0.53692,17.284,2.59459,0.000330233,0.000330233,0.000330233
164,437.625,0.33931,5.3835,1.95961,0.40465,0.58153,0.45218,0.31655,0.54026,16.7877,2.55715,0.000321981,0.000321981,0.000321981
165,440.25,0.34238,5.1005,1.94308,0.44483,0.56005,0.46031,0.31343,0.5496,16.1655,2.56499,0.000313729,0.000313729,0.000313729
166,442.925,0.33083,5.08035,1.97521,0.40164,0.73574,0.46223,0.32571,0.54672,17.5307,2.6194,0.000305478,0.000305478,0.000305478
167,445.553,0.34947,5.20886,1.95474,0.41888,0.71559,0.48234,0.34474,0.53588,18.7508,2.5999,0.000297226,0.000297226,0.000297226
168,448.161,0.33133,4.80791,1.94051,0.40246,0.6402,0.51886,0.37958,0.5191,16.9858,2.50845,0.000288974,0.000288974,0.000288974
169,450.97,0.32399,4.80293,1.90185,0.43671,0.6811,0.49869,0.34948,0.51597,18.9866,2.48335,0.000280723,0.000280723,0.000280723
170,453.593,0.32723,5.0802,1.90516,0.39981,0.63327,0.4476,0.3098,0.55846,23.7317,2.62875,0.000272471,0.000272471,0.000272471
171,456.224,0.33898,5.03854,1.93091,0.36533,0.56107,0.40227,0.27858,0.58031,23.4592,2.68335,0.00026422,0.00026422,0.00026422
172,458.879,0.34594,5.09886,1.97591,0.36112,0.57287,0.40784,0.27518,0.58116,20.2336,2.7405,0.000255968,0.000255968,0.000255968
173,461.517,0.31914,5.00346,1.94777,0.38135,0.6704,0.42859,0.2939,0.56589,19.4294,2.74104,0.000247716,0.000247716,0.000247716
174,464.136,0.31955,4.97652,1.92802,0.41806,0.65013,0.48169,0.33042,0.55748,18.7805,2.72217,0.000239465,0.000239465,0.000239465
175,466.759,0.34016,5.03573,1.99599,0.42778,0.57782,0.48254,0.34617,0.54898,18.6049,2.69427,0.000231213,0.000231213,0.000231213
176,469.405,0.33072,5.01822,1.94378,0.30807,0.8971,0.47794,0.3476,0.54888,17.5607,2.66588,0.000222961,0.000222961,0.000222961
177,472.058,0.33208,5.01752,1.93028,0.41472,0.52227,0.4567,0.33677,0.5627,17.2759,2.65279,0.00021471,0.00021471,0.00021471
178,474.668,0.31583,4.74955,1.9248,0.39095,0.57605,0.46947,0.34159,0.55769,17.9369,2.61191,0.000206458,0.000206458,0.000206458
179,477.332,0.30659,4.94202,1.87732,0.37078,0.58637,0.48406,0.35433,0.5527,18.3637,2.59095,0.000198206,0.000198206,0.000198206
180,479.962,0.31569,4.59689,1.90333,0.37936,0.68995,0.46789,0.33988,0.5456,19.2474,2.66007,0.000189955,0.000189955,0.000189955
181,482.592,0.32403,4.84977,1.93632,0.39894,0.80348,0.46216,0.32874,0.54253,18.9368,2.65556,0.000181703,0.000181703,0.000181703
182,485.222,0.33302,4.90848,1.95979,0.41192,0.66836,0.48514,0.34172,0.54097,18.0718,2.64639,0.000173451,0.000173451,0.000173451
183,487.826,0.32357,4.78821,1.93001,0.41698,0.67679,0.49,0.34771,0.53752,17.7154,2.60267,0.0001652,0.0001652,0.0001652
184,490.435,0.31526,4.81836,1.89259,0.38484,0.83198,0.477,0.34188,0.53722,19.252,2.56322,0.000156948,0.000156948,0.000156948
185,493.037,0.30516,4.61965,1.88018,0.31795,0.88428,0.4596,0.32099,0.52971,22.0455,2.50256,0.000148696,0.000148696,0.000148696
186,495.676,0.32121,4.71646,1.90887,0.32182,0.88462,0.4533,0.32608,0.52353,22.7153,2.50495,0.000140445,0.000140445,0.000140445
187,498.309,0.31154,4.64744,1.92831,0.32425,0.88462,0.46288,0.33253,0.52839,22.1585,2.50695,0.000132193,0.000132193,0.000132193
188,500.931,0.31897,4.97416,1.94655,0.31924,0.87146,0.48633,0.34928,0.51968,21.031,2.49848,0.000123941,0.000123941,0.000123941
189,503.549,0.31649,4.7213,1.89395,0.3208,0.88428,0.49446,0.3573,0.51226,20.0861,2.48815,0.00011569,0.00011569,0.00011569
190,506.191,0.31398,4.55095,1.9105,0.32911,0.87078,0.4733,0.34241,0.51205,20.5695,2.51355,0.000107438,0.000107438,0.000107438
191,508.803,0.31149,4.47302,1.89272,0.34138,0.87078,0.4806,0.34677,0.52167,20.6179,2.53048,9.91865e-05,9.91865e-05,9.91865e-05
192,511.434,0.30605,4.48308,1.85923,0.40626,0.62483,0.47674,0.34215,0.54666,19.8411,2.60167,9.09349e-05,9.09349e-05,9.09349e-05
193,514.065,0.31266,4.68217,1.87305,0.40692,0.63966,0.47052,0.33862,0.56773,18.9681,2.67022,8.26832e-05,8.26832e-05,8.26832e-05
194,516.759,0.31654,4.45258,1.90956,0.38534,0.61779,0.46907,0.33779,0.56893,19.1148,2.68416,7.44316e-05,7.44316e-05,7.44316e-05
195,519.388,0.30456,4.48636,1.8894,0.3865,0.61726,0.46593,0.33345,0.56238,19.4536,2.67676,6.61799e-05,6.61799e-05,6.61799e-05
196,522.013,0.31594,4.64325,1.94455,0.38834,0.61032,0.45594,0.33222,0.55261,19.4104,2.64709,5.79283e-05,5.79283e-05,5.79283e-05
197,524.617,0.31742,4.59474,1.93084,0.38871,0.72807,0.47308,0.34549,0.55099,19.6499,2.66036,4.96766e-05,4.96766e-05,4.96766e-05
198,527.244,0.31857,4.74759,1.91879,0.40361,0.68927,0.46798,0.34177,0.54733,19.9551,2.64484,4.1425e-05,4.1425e-05,4.1425e-05
199,529.873,0.31563,4.50772,1.90113,0.40358,0.68927,0.47121,0.34537,0.54276,20.1253,2.63236,3.31733e-05,3.31733e-05,3.31733e-05
200,532.535,0.3104,4.58259,1.88131,0.34079,0.87078,0.46688,0.34118,0.53819,20.5478,2.62797,2.49217e-05,2.49217e-05,2.49217e-05
